GEOID,num_renters
01025957602,983
01025958001,157
01025958002,78
01097006801,174
01127020700,281
01127021800,429
01127021600,134
01127020400,367
01127021000,127
01127020100,401
01033020703,598
01033020704,223
01033020901,425
01033020902,216
01043965401,565
01043965402,352
01045020000,1288
01045020801,642
01045020802,465
01073013901,287
01073014204,409
01073001500,808
01073002306,458
01073003400,415
01073005000,1123
01073005500,395
01073005702,426
01073005905,743
01073010002,407
01073010500,161
01073010805,104
01073010900,950
01073011400,624
01073012602,523
01073012905,159
01073012906,773
01073003001,377
01073001902,528
01073002200,313
01073002900,900
01073003100,768
01073004702,851
01073004800,615
01073005907,130
01073011207,666
01073011210,879
01073012002,978
01073012402,380
01073012500,435
01013953100,345
01013953200,290
01013953500,140
01097005400,659
01097005500,447
01097006102,222
01097006301,676
01097006600,217
01097001302,481
01097005300,389
01097003707,1251
01097003708,763
01097003709,1046
01097006103,425
01097006802,395
01097007103,168
01073010401,661
01073010603,316
01073010706,1477
01073010801,1166
01073010803,650
01073011706,150
01073011802,1431
01073012103,285
01073013100,657
01073001200,523
01073004500,1222
01073011208,181
01073012701,248
01073012200,123
01073010402,122
01073002700,1618
01073005701,403
01089000902,461
01089001500,964
01089001700,84
01089002501,1412
01089002722,281
01089001902,382
01089010302,275
01089010901,607
01089000503,148
01089000601,116
01089002921,1015
01089001901,107
01089002701,434
01089002801,1439
01089002922,67
01089010612,980
01125012000,757
01125012304,1416
01125012800,419
01125011200,274
01125012303,1623
01125012501,115
01125012502,648
01125012600,691
01125010103,349
01125010405,381
01125012403,753
01125010803,646
01125011600,775
01125011701,497
01125011703,854
01125012100,1298
01125010203,75
01097001800,336
01097002100,498
01097002600,380
01073011803,888
01073012302,273
01073013601,570
01073014301,434
01073000700,604
01121011700,467
01121011100,345
01121011300,1090
01121011500,157
01121010500,528
01121010700,148
01121010900,237
01121011200,72
01121011400,259
01103005109,1402
01103005106,1358
01103005107,170
01089010401,592
01039962600,314
01039963000,316
01039961700,136
01039962000,692
01067030500,248
01067030200,368
01067030100,100
01067030600,115
01067030400,102
01089000301,588
01089010301,566
01089010800,553
01089011022,2327
01089011200,2204
01001021100,203
01061050400,633
01061050100,486
01061050500,531
01061050300,737
01061050200,145
01061050600,375
01079979900,77
01079979700,156
01079979800,272
01079979100,117
01079979200,598
01079979500,339
01079979300,252
01079979600,229
01079979400,792
01081040300,844
01081040500,1324
01081041200,251
01045021200,293
01045020100,223
01045020400,83
01045020300,242
01045020700,733
01045021101,559
01045021102,842
01049961100,354
01049960400,711
01049960500,520
01049960800,556
01105687000,520
01105687100,286
01109188600,84
01109188700,113
01109188800,99
01109188900,958
01109189000,1088
01109189100,1508
01109189200,188
01109189300,338
01111000100,310
01097000903,238
01097003406,415
01097003606,945
01097003607,1066
01097003706,513
01097003901,321
01097005100,239
01083021000,424
01083020401,393
01083020300,177
01083020500,304
01083021200,544
01083020802,406
01083021100,520
01083020801,146
01083020402,408
01117030317,139
01117030607,442
01117030303,1522
01117030609,495
01117030320,269
01117030701,325
01117030315,498
01117030304,120
01117030314,955
01117030319,245
01117030604,229
01117030306,115
01117030800,290
01117030331,56
01117030605,271
01117030305,26
01117030316,349
01073010704,686
01073012908,1264
01073005302,397
01073011107,274
01073013300,420
01073014406,268
01073013801,278
01023956800,429
01023956900,166
01023957000,132
01023956700,285
01059973600,107
01059973100,183
01089000201,291
01089000501,226
01075030200,336
01075030000,456
01075030100,635
01013952700,304
01013952900,276
01013953000,148
01013953300,107
01051030701,303
01051030702,146
01051030901,264
01051030902,525
01055010401,958
01055010402,410
01055010601,272
01055010602,151
01055011001,324
01055011002,313
01055011200,649
01069040301,847
01069040302,747
01073004901,631
01073004902,1469
01073005103,364
01073005104,1407
01073005909,211
01073005910,764
01073011108,537
01073011001,451
01073011002,309
01073011109,324
01073011110,317
01125012700,423
01125011800,541
01125010703,219
01027959200,78
01027958900,620
01027959000,387
01027959100,191
01031011300,979
01031010700,152
01031011100,282
01031011202,2078
01031010200,153
01063060000,128
01005950100,276
01005950900,987
01005950400,328
01005950800,544
01005950300,197
01005950500,316
01005950200,377
01005950700,239
01005950600,390
01011952100,207
01011952200,666
01015000200,556
01015002300,495
01097003000,708
01097003404,470
01097000701,259
01097001400,353
01097002301,364
01097002502,533
01097003205,811
01097003608,129
01097003602,322
01097003502,132
01097001501,502
01097002900,872
01097003204,2163
01097003605,0
01097003501,474
01015000300,584
01015000600,417
01015001300,264
01015001500,319
01015001700,436
01031010500,621
01031010800,157
01031010900,384
01031010600,165
01031011000,415
01031010100,125
01031010300,431
01031010400,161
01031011201,722
01103000300,610
01103005404,117
01103005301,314
01103000800,363
01103000900,944
01103000100,805
01103000600,488
01103005304,303
01103000700,539
01103005600,480
01103005101,469
01103005103,55
01103005303,843
01103005405,283
01103000400,554
01103005105,71
01103005200,282
01103000200,112
01103001000,214
01103005302,180
01103005500,280
01021060300,324
01021060402,920
01081040700,196
01081040400,1506
01081040800,1359
01081041000,444
01081041100,2398
01095030500,784
01095030100,243
01009050101,767
01009050200,304
01009050400,349
01009050500,557
01089010622,4251
01089010701,533
01089011012,147
01089011021,1871
01089011100,346
01089011400,376
01089002300,1236
01089002400,1472
01089010501,674
01089010502,213
01089000202,472
01089001903,34
01089002200,535
01039961800,417
01039961600,203
01039962500,190
01039962700,317
01039962800,141
01039961900,208
01039962300,204
01039962900,72
01039962100,372
01041963800,223
01041963600,239
01041963400,113
01041963500,92
01041963700,430
01041963900,115
01077010100,272
01077010700,367
01077010800,564
01077010400,806
01077011300,157
01077011602,234
01077010200,723
01097004900,674
02016000200,747
02016000100,105
02060000100,145
02150000500,367
02150000400,177
02150000100,152
02150000200,1044
02150000300,195
02188000100,237
02188000200,549
02170000701,234
02170000703,286
02170000705,380
02170000706,272
02170001001,132
02170001003,262
02170001004,482
02170001201,546
02170001202,418
02198940100,126
02240000400,318
02170000101,10
02170000102,186
02170000401,134
02170000402,123
02170000501,127
02170000502,136
02170000601,269
02170000603,411
02170000604,318
02170000800,883
02170000900,444
02170001300,331
02170001100,431
02170000200,117
02180000200,704
02180000100,420
02070000100,212
02070000200,330
02100000100,338
02282000100,74
02110000400,608
02110000600,1144
02110000200,622
02110000500,909
02110000300,733
02110000100,448
02164000100,120
02240000100,257
02290000100,114
02290000200,119
02290000400,129
02290000300,150
02020001500,469
02020000101,284
02020001100,303
02020001300,150
02020001602,613
02020002301,250
02020002303,1776
02020002812,314
02020000202,807
02020002000,1056
02020002100,805
02020002302,741
02020001701,444
02020002601,735
02020002711,407
02020002602,259
02020000201,696
02020000300,2080
02020000400,1441
02020000500,831
02020001732,401
02020002501,477
02020002603,368
02020002702,726
02020000801,1116
02020000802,881
02020000901,902
02020001900,1107
02020000600,1617
02020000702,1046
02020000902,943
02020001000,1454
02020001200,750
02020001601,410
02068000100,113
02261000200,223
02195000200,370
02158000100,488
02050000100,559
02050000300,115
02050000200,1204
02185000200,197
02185000100,740
02185000300,0
02220000100,398
02220000200,1047
02090000300,1021
02090001500,941
02090001600,720
02090000100,524
02090000500,611
02090000800,555
02090001300,786
02090000400,664
02090001200,357
02090000200,699
02090000600,822
02090000900,551
02090001400,827
02090000700,904
02090001000,120
02090001800,1010
02090001900,1348
02090001100,2294
02090001700,112
02130000100,274
02130000400,181
02130000200,891
02130000300,729
02170000300,226
02198000300,0
02230000100,175
02275000300,330
02020002821,99
02020002823,152
02020001702,506
02020001731,474
02020001801,1314
02020002202,882
02020002811,821
02020002813,147
02020000102,453
02020000203,849
02020001400,1822
02020001802,963
02020002502,1133
02020002712,961
02020002201,565
02020002900,538
02020000204,153
02020002400,587
02020000703,988
02020000701,1026
02020002822,108
02013000100,322
02105000200,8
02105000300,186
02198000100,232
02198000200,288
02261000300,411
02261000100,172
02122000200,322
02122000800,207
02122000600,1150
02122001100,226
02122000100,33
02122000300,81
02122001300,609
02122000700,692
02122000400,470
02122000500,1045
02122000900,159
02122001000,765
02122001200,121
04005002200,561
04005002300,845
04005942201,88
04005942202,120
04005944900,565
04005945000,125
04005945100,242
04005945200,357
04007000301,619
04009961201,447
04009961202,352
04007000302,267
04009961100,238
04009961300,437
04009961400,578
04009961500,322
04009961600,176
04009961700,361
04011960100,267
04011960200,1200
04011960300,142
04012020501,114
04025000700,373
04025001500,415
04025001300,640
04013040507,900
04013040506,360
04013061009,959
04013071504,190
04013071911,291
04013082002,1192
04013082007,497
04013082009,534
04013420302,263
04013420800,807
04013422001,931
04013422103,2062
04013422106,1867
04013422212,315
04013422307,975
04013422502,803
04013422503,1171
04013422504,827
04013422607,779
04013106701,1538
04019004038,361
04019004042,1111
04019004710,1344
04019004714,738
04019004058,282
04019003801,491
04019003102,1102
04019003702,972
04019004048,670
04019000500,1282
04019001200,746
04019002602,1682
04019002803,613
04019003002,1044
04019004109,77
04019004051,61
04019004055,524
04019004061,73
04019004310,227
04019004313,200
04019004418,127
04019004504,1096
04019002704,502
04019002906,754
04019004118,406
04019004121,600
04019004125,343
04019005200,395
04019005300,513
04013218200,2009
04013319600,1303
04013071506,152
04013082010,522
04013092709,280
04013103209,548
04013103609,1584
04013104204,191
04013104215,627
04013420210,405
04013112401,891
04013112202,859
04013112508,218
04013420105,214
04013319906,516
04013319907,24
04013107500,464
04013107900,597
04013108100,347
04013108200,637
04013109500,275
04013111402,934
04013106702,150
04013106703,199
04013106801,1591
04013106802,622
04013107601,1242
04013107602,652
04013108301,594
04013108302,1030
04013108501,594
04013108502,1220
04013109001,1495
04013109002,1141
04013109003,1856
04013109101,335
04013109102,830
04013110501,1432
04013110502,1092
04013110801,1271
04013111900,348
04013112503,933
04013112504,767
04013113202,496
04013113700,2688
04013114500,672
04013116711,420
04013116712,1913
04013116713,804
04013116718,890
04013216818,1378
04013217700,521
04013318501,920
04013319402,483
04013319500,1236
04013319703,1062
04019004508,788
04019004610,1016
04019004614,301
04019004624,505
04019004635,532
04019004638,785
04019004639,171
04019004717,228
04019004618,599
04019000700,1100
04019004032,936
04019004046,1008
04019001000,219
04019003101,2327
04019004010,612
04019004037,450
04019004414,680
04019001600,697
04019004632,130
04019004719,520
04019000200,1601
04019003903,125
04019004049,553
04013110802,233
04013110902,1488
04013110901,1034
04013112509,2621
04013112510,497
04013112511,592
04013112512,193
04013112513,891
04013112514,592
04013113501,1032
04013113502,624
04013113801,970
04013113802,0
04013116603,506
04013116604,691
04013116605,549
04013116609,163
04027011115,258
04027011201,430
04027011202,191
04027011403,438
04027011405,302
04027011406,627
04027011503,679
04027011504,762
04027011700,154
04013319910,597
04019004404,188
04019004039,785
04019004412,416
04019004723,804
04013103604,558
04013104000,1569
04013104218,823
04013104221,546
04027011800,237
04027012100,235
04027980003,0
04027980004,0
04027980005,0
04027980006,949
04013116606,573
04013116607,336
04013116608,481
04013116613,642
04013116610,436
04013116611,114
04013116612,557
04013116730,35
04013116731,127
04013116732,262
04013116733,14
04013116800,443
04013116900,224
04013117000,1403
04013117100,1113
04013117200,198
04013105101,134
04013105900,1011
04013107101,448
04013420104,405
04013420206,303
04013420704,613
04013421302,1643
04013421901,564
04013422210,281
04013422211,278
04013422304,941
04013116727,71
04013116729,76
04013092713,466
04013103215,53
04013103305,655
04013071512,393
04013061100,499
04013092305,403
04013522800,203
04013116100,775
04013116728,155
04013319403,867
04013420202,753
04013421101,997
04013071510,169
04013071513,84
04013092705,821
04013092712,505
04013103502,618
04013092308,968
04019004621,429
04019000100,580
04013613000,143
04013613100,49
04013613200,167
04013613300,150
04013117300,256
04013216830,1206
04013216831,127
04013216832,228
04013216833,869
04013216834,102
04013216835,880
04013216836,180
04013216838,523
04013216839,194
04013216840,202
04013216841,275
04013216842,122
04013216837,1704
04013216843,63
04013216844,1569
04013216845,708
04013216846,1081
04013216847,696
04013216848,198
04013216849,251
04019003200,1389
04013613400,138
04013613500,251
04013613600,242
04013105002,128
04013092309,455
04013092711,548
04013103206,42
04013103207,108
04013103210,2493
04013103302,885
04013103306,1231
04013103400,283
04013109701,1976
04013110001,247
04013110600,1139
04013111000,598
04013111202,888
04013111203,865
04013111700,903
04013112201,492
04013112402,455
04013112602,1154
04013113000,1035
04013113400,0
04013114401,199
04013115600,324
04013115801,1030
04013115802,667
04013116704,1263
04021001100,640
04021001301,718
04021001000,633
04021000700,336
04021001600,370
04021941200,986
04021000201,438
04021000400,292
04021001500,678
04021001200,264
04021001900,294
04003002002,193
04005001101,877
04005001102,1981
04005001301,109
04005001302,386
04019000400,1306
04019001100,513
04019002000,682
04019002504,391
04019002505,1558
04019002802,1469
04019003600,1531
04019003705,852
04019003802,792
04019004029,403
04019004054,77
04019003400,686
04019004031,746
04019004034,744
04019004057,304
04019004110,144
04019004317,312
04019004415,224
04019004506,326
04019004625,748
04019004627,479
04019004713,322
04019004721,1011
04019004722,126
04019004724,76
04019004505,666
04019004620,524
04013116702,1039
04013116715,231
04013216806,477
04013216829,189
04013217600,1579
04013318900,1861
04013319401,1238
04013319404,614
04013319800,2282
04013319902,594
04013319903,1222
04013319904,340
04013320007,2180
04019000600,925
04019001900,752
04019003504,261
04019004008,391
04019004035,627
04013082206,229
04013082207,292
04013082208,221
04013082209,353
04013082210,593
04013082211,445
04013083000,1134
04013092311,1089
04019004622,650
04019004628,95
04019004630,417
04019004631,404
04019004711,707
04019004712,482
04019940600,123
04019940700,168
04019004321,384
04021000310,309
04013061012,938
04013061013,746
04013061014,1572
04013071516,1303
04013071517,409
04019004307,252
04019004311,73
04019004316,213
04019004322,551
04019004623,567
04019004634,7
04019004715,341
04019004718,399
04019003901,147
04019004011,1264
04019004107,382
04019004043,295
04019004052,72
04019004320,298
04019004511,1436
04019004512,543
04019004513,270
04019004640,307
04019004641,131
04019004642,343
04019004643,187
04019004644,210
04019004645,396
04019004646,584
04019004647,222
04019004725,1081
04019004726,173
04019941000,616
04021000207,745
04021000204,376
04021000205,1197
04021000206,291
04021000208,119
04021000209,535
04015940501,268
04015950401,270
04015950402,280
04015950703,587
04015950704,360
04021000801,858
04021000802,206
04021000803,138
04021000901,255
04021000902,510
04021001303,15
04021001304,627
04021001305,726
04021001306,967
04021001403,901
04021001404,308
04021001405,586
04021001406,906
04021001407,193
04021001408,113
04021001701,106
04021001704,416
04015950705,428
04013061015,458
04013061016,431
04013061017,0
04013061018,97
04013061019,233
04013061020,216
04013061021,134
04013061022,1003
04013061023,941
04013061024,199
04013061025,575
04013061029,754
04013061026,454
04013061027,710
04013061028,731
04013061030,377
04013061031,519
04013061032,652
04013061033,592
04013061034,618
04013061035,577
04013061036,178
04013061037,285
04013061038,442
04013061042,225
04013061039,259
04013061040,354
04013061041,584
04013061043,208
04013061044,277
04013061045,277
04013061046,1079
04019004112,221
04019004407,1129
04013420304,9
04013421501,972
04013422215,237
04013422402,752
04013422507,415
04013040502,920
04013050603,564
04013061300,381
04013071505,843
04013071903,425
04013071906,690
04019004413,301
04019004419,492
04019000300,413
04019001302,675
04019001400,1961
04019002501,890
04013110002,437
04013320001,3061
04013319101,1280
04013319300,577
04013420208,658
04013422002,882
04013422102,767
04013422107,1518
04013422213,262
04013422219,503
04013422220,86
04013422308,545
04013422403,371
04013422513,276
04013422618,83
04013940700,13
04013217201,1051
04013218300,1065
04013319704,691
04013420207,82
04013420603,373
04019004431,286
04019004510,1192
04013615700,220
04013615800,460
04013615900,794
04019002202,431
04019003003,1757
04019001802,853
04019002603,1108
04019002703,1576
04019002905,885
04019002604,1393
04019003004,407
04013616000,195
04013616200,259
04013616300,80
04013616400,1151
04013616100,514
04013616500,911
04021000210,717
04021000211,413
04021000212,685
04021000213,954
04021000214,745
04021000215,98
04021000307,246
04021000308,457
04021000309,382
04021000311,104
04021000312,673
04021000313,277
04021000314,384
04021000315,818
04021000316,53
04021000317,80
04021000318,859
04021000319,11
04021000603,192
04021000604,61
04021001711,174
04013980400,0
04013980500,0
04013941300,476
04013980600,29
04013980700,0
04013216852,1078
04013216853,1567
04013217203,704
04013103216,681
04013216901,651
04013217001,645
04013217102,566
04013217900,754
04013218100,274
04013112502,457
04013114000,1032
04013116204,435
04013422606,258
04013216902,592
04013216809,94
04013318800,3242
04013108400,1882
04007000200,212
04007001000,493
04007940400,573
04015950706,664
04015951401,614
04015951402,859
04015951501,874
04015951502,762
04015951602,799
04015951601,752
04015952001,208
04015952002,791
04015952003,509
04015952004,417
04015953401,999
04015953402,560
04015953601,830
04015953602,464
04015953800,1074
04015953900,984
04015954800,493
04015954900,643
04015955000,716
04017940010,112
04017940008,34
04013812200,1280
04013812300,698
04013812500,161
04013812600,1114
04013812700,847
04013812400,582
04013812800,238
04013812900,307
04013813100,170
04013813000,203
04013813200,76
04013813300,61
04013813400,118
04013813500,37
04013813600,44
04013813700,107
04013813800,168
