GEOID,num_renters
06071004001,306
06071004003,487
06071004004,344
06071004101,449
06071004103,572
06071004104,520
06071004301,413
06071004302,517
06071004403,363
06071004404,513
06071004505,862
06071004507,973
06071004509,499
06071004510,477
06071004603,1354
06071004604,601
06071005701,670
06071006203,1135
06071006204,1167
06071006601,701
06071006603,415
06071006604,497
06071007109,1714
06071007110,330
06071007303,1644
06071007305,1206
06071007306,1538
06097150800,884
06019006602,805
06019005801,774
06019002200,1129
06019000600,1751
06019003600,704
06019004601,269
06019002800,911
06019005505,448
06019006802,571
06029002811,115
06029002000,1821
06029002700,828
06029003124,359
06039000507,523
06039000602,734
06037201120,840
06037201200,420
06037201501,889
06037201700,625
06037203300,358
06037206020,297
06037208610,1348
06037208620,1536
06037209102,2114
06037211701,722
06037135201,183
06037137000,342
06037137501,1177
06037651002,637
06037651201,136
06037651221,982
06037670403,100
06037670413,351
06037670701,444
06037700300,3063
06037701501,2159
06037701701,1277
06037702201,1243
06037702700,321
06037702801,1311
06037703001,1500
06037900504,764
06037900602,623
06075026004,398
06075030101,1493
06075033000,1055
06075025403,572
06075026401,227
06075030202,1577
06075035300,835
06075047600,1442
06075010600,1596
06075061000,703
06075020300,1315
06075020700,1755
06075020800,2335
06075021100,968
06075021200,560
06075021300,532
06075010700,2404
06075016200,1548
06075016900,1200
06075025200,693
06075010100,1857
06075011200,1306
06075013400,1202
06075015100,1136
06073013416,306
06073013417,74
06073014102,388
06073014601,1369
06073014700,1368
06073015404,1399
06073015902,1103
06059052422,1046
06059052424,743
06001443001,246
06001450200,1323
06001427800,1274
06001428301,492
06001433000,339
06001433200,1603
06001435200,253
06001436402,105
06001437600,374
06001440301,744
06001407700,412
06071011500,230
06071001803,488
06071002602,693
06071002901,692
06071002902,996
06071010018,723
06071009500,1762
06071009713,534
06071009716,1449
06071010402,1692
06071010409,430
06071010411,1334
06071010700,802
06071010019,586
06071010022,475
06071010024,406
06071011800,1131
06071009715,540
06071010012,401
06085501102,446
06085501401,703
06085502302,876
06085502604,1603
06085503117,570
06085503118,1193
06085503121,1070
06085503122,838
06085502603,369
06085503123,1138
06085503329,102
06085503330,359
06085503331,214
06085503332,194
06085503322,206
06085512200,179
06085506601,942
06085506701,253
06085506702,831
06085506803,689
06085507401,271
06085508602,1735
06085508703,2078
06085508800,1018
06037481202,1056
06037481800,161
06037482001,223
06037482002,1182
06037482522,640
06037500600,256
06037501200,461
06037502200,557
06037502700,416
06037502901,189
06037503801,308
06037503901,120
06037543100,508
06037543202,612
06037543304,200
06037543604,210
06037302002,1408
06037503703,935
06059063803,663
06059099249,580
06059062611,1293
06059062627,1199
06067007209,352
06067007403,443
06067007421,387
06067007422,580
06067007501,1750
06067007701,1795
06067007801,1328
06067008113,623
06059052526,289
06037404901,445
06037405500,532
06037408401,507
06037408402,127
06037910402,719
06037920331,294
06037138000,327
06037181600,571
06037187200,561
06037191420,1130
06037195500,1259
06037408212,290
06037408626,538
06037431800,844
06037460302,381
06037463700,988
06037400205,26
06037402404,5
06037108104,90
06037113301,682
06065042723,664
06065043001,901
06065043005,696
06065043217,233
06065043222,384
06065043306,556
06065043403,439
06065043508,785
06077005110,1117
06077003602,379
06077004302,1336
06077005202,505
06077001800,636
06077004201,1124
06077005119,654
06077000600,490
06077003113,1652
06077004305,1081
06077005126,765
06077003110,1071
06077003406,960
06077005109,949
06077000500,604
06061990000,0
06063000501,279
06063000502,125
06065030101,174
06065030103,320
06065030104,685
06065031601,623
06065040101,237
06037402600,1173
06037402902,800
06037403000,363
06037403322,301
06037403325,386
06037403600,551
06037403722,1042
06037404701,456
06037404703,458
06037405101,417
06037405600,454
06037405900,391
06037406000,501
06037406411,150
06037406412,99
06037407400,121
06037408302,157
06037408503,199
06037408624,156
06037480012,686
06037462500,1044
06071007409,501
06071007410,1356
06071007603,973
06071007604,227
06071007903,273
06071007904,193
06071008601,883
06071008602,463
06071008709,524
06071008710,728
06071009109,397
06001423601,694
06001427700,1434
06037271400,147
06037271701,1924
06037271801,1345
06037273800,994
06037276400,223
06037276500,274
06037277100,172
06037293201,1221
06037294810,902
06037300701,359
06037301502,2262
06037301601,2114
06037302102,1645
06037143902,578
06037183620,526
06037187300,839
06037189702,573
06037199110,277
06037191720,1105
06037197200,585
06037199900,634
06037650101,442
06037574800,772
06037574902,1426
06037575103,1716
06037575902,2599
06037576401,1153
06037600202,1621
06037600400,695
06037600602,658
06083002006,247
06083002007,1401
06083002009,398
06083002103,1040
06083002209,342
06083002706,1227
06083002206,1070
06083002303,463
06083002702,1848
06083002703,657
06083002802,1093
06083002806,160
06083002913,578
06083002914,571
06083000400,1472
06083001203,648
06083001800,170
06083001905,289
06083002012,381
06083002708,589
06083002907,293
06083002909,455
06083002008,566
06067008136,669
06067000600,588
06067000700,569
06067001800,1589
06067002200,1141
06067002900,891
06067003000,968
06067003900,543
06067004012,471
06067004905,1406
06067007904,627
06067008138,589
06067008211,143
06067009309,84
06067008208,799
06067008504,636
06067008600,344
06067009008,915
06067009307,543
06067009406,91
06073013102,1305
06001420400,1129
06001428200,1176
06001441100,409
06001441602,1120
06001451501,652
06001403600,2342
06001405000,389
06001400400,1064
06001403300,1440
06001401300,1533
06001408800,1702
06001403000,974
06075015700,1693
06075016400,1385
06111001206,163
06111003012,154
06111003609,1076
06111003010,452
06111003612,1227
06111003011,910
06111003013,768
06111003801,645
06111003802,297
06111004304,1111
06111004305,400
06111004505,236
06111004506,1235
06111004710,454
06111004711,346
06111004715,483
06111004716,202
06037127920,875
06037572400,26
06037572800,226
06037573201,942
06037573300,823
06037218210,940
06037218600,834
06037218900,1873
06037219300,1132
06037221220,841
06037221820,881
06037224010,1523
06037224600,715
06085508900,910
06085509000,1298
06085509107,1912
06085509303,1129
06085510100,65
06085511910,121
06085511911,383
06085512505,992
06085512602,329
06085506804,219
06085507301,553
06085507903,187
06085507906,161
06085508102,707
06085508401,924
06085508403,239
06085508503,1817
06085508601,426
06085509102,1405
06071010423,294
06071010424,299
06071010803,362
06071010804,349
06071010901,449
06071010902,110
06071011001,378
06071011002,62
06071011101,438
06071011102,142
06071011203,244
06071011204,262
06071011205,267
06071011206,256
06071011401,677
06071011403,499
06071011404,635
06071012001,804
06071012002,854
06071012101,812
06071012103,423
06071012104,649
06071012200,504
06013313203,214
06019004216,344
06019003809,940
06037535001,641
06037535002,525
06037536103,706
06037536104,607
06037542103,399
06037542104,277
06037542105,700
06037542106,472
06037543306,732
06037550201,310
06037550202,304
06037543905,399
06037544001,390
06037544002,239
06037550601,928
06037550602,168
06037550901,1090
06037550902,1421
06037551101,793
06037551102,1482
06037551401,817
06037551402,447
06037551501,552
06037551502,545
06037552001,302
06037552002,479
06037552301,468
06037552302,611
06013361000,693
06013362000,273
06013364002,663
06013380000,1376
06013385100,145
06013390200,148
06013307102,901
06019004215,309
06013318000,843
06013354001,105
06013354002,360
06013355302,92
06013308002,257
06029003807,322
06029004000,760
06059011707,898
06059011722,429
06059021916,237
06059032041,82
06059042313,1887
06059011711,2129
06059021918,214
06059032031,162
06059063102,1338
06059052505,656
06059062605,1191
06059063601,437
06059074111,410
06071004503,83
06071003900,299
06071005600,1413
06073019404,253
06073002002,326
06073017808,479
06073019101,499
06107000301,965
06107001302,1293
06107001601,642
06107002002,761
06037431200,517
06037432402,932
06037432801,715
06037460000,222
06037460501,97
06037131300,346
06037131400,1043
06037131900,323
06037132300,1810
06037133000,419
06037134101,560
06037480704,1186
06037480803,568
06037481201,703
06037482521,462
06037502301,355
06107003002,533
06107002304,448
06107000600,954
06107000701,345
06037482502,481
06037501300,1034
06037501700,387
06037134800,568
06037134901,440
06075061500,5238
06037530801,905
06037530802,376
06037531302,1006
06037532302,563
06037532603,548
06037533104,1137
06037533201,489
06037533300,718
06037533702,680
06037241400,636
06037430600,204
06037242200,1115
06037262302,342
06037214800,1011
06037221900,865
06037229300,964
06037236100,2501
06037241120,880
06037117303,191
06037190510,1712
06037192620,1096
06037197410,821
06037203710,608
06037577000,2454
06037599000,1066
06037601303,1769
06037602104,1373
06037189500,2250
06037650602,2161
06037650902,1363
06037131200,333
06037131600,405
06037132700,735
06037181300,458
06037183300,528
06037183510,190
06037183810,1125
06037188100,1243
06037189300,147
06037189800,1748
06037191000,2257
06037191201,1520
06037191710,1170
06037192700,901
06037194200,314
06037406901,458
06037406902,239
06037407501,448
06037407502,279
06037407601,692
06061021046,1180
06061021122,38
06061021123,333
06061021043,299
06061021045,623
06061021128,344
06061021129,852
06061021130,948
06061021131,1098
06061021203,780
06061021204,132
06061021309,754
06087100800,2320
06055201403,43
06055201601,573
06055201602,539
06057001203,173
06057001204,277
06057001205,170
06057001206,787
06059032057,962
06059032058,398
06059032059,780
06059032061,75
06059062648,594
06059062649,692
06059087505,875
06059980000,0
06059990100,0
06061020401,646
06061020402,378
06061020501,177
06061020502,165
06061020710,291
06061020711,1207
06061020712,708
06061020713,686
06061020714,271
06061020715,383
06061020717,618
06061020805,685
06061020806,654
06085512307,460
06085503204,812
06085503210,301
06085503401,235
06085503507,70
06085512019,660
06085512020,2067
06085512024,771
06085512402,461
06085512506,893
06019000100,664
06019000200,579
06019002702,1129
06019003001,480
06019003400,1077
06019004207,680
06019004211,618
06019004504,1380
06019003202,1097
06019003500,1059
06019003805,1393
06019004210,1036
06019004303,352
06019004503,1106
06019006100,984
06019000400,636
06019000700,642
06019001100,462
06019001202,708
06019001700,884
06019001201,843
06019002300,846
06019003803,653
06019004100,459
06019004212,3270
06019004704,1118
06019002400,1030
06019002601,896
06019003804,498
06019004208,374
06089012101,745
06089012102,482
06065043509,489
06065044911,989
06065045109,331
06065045501,938
06065045703,301
06065940100,5
06065041004,693
06085506801,799
06085507002,127
06085507500,226
06073007701,1337
06073007702,1580
06073007907,1369
06073000201,531
06073007905,1098
06073002711,627
06073003304,728
06073007908,1281
06073007910,1268
06073008363,1985
06073008364,2151
06073008003,1145
06073008006,1202
06073008361,822
06073008362,874
06073008365,77
06073008366,431
06073009305,1019
06073009306,1175
06073009510,1314
06073009511,985
06073012501,712
06073012502,1200
06073014805,1229
06073014806,875
06037462600,148
06037480500,741
06037481101,1163
06037481401,1105
06037481902,568
06037208401,1482
06037208402,679
06037208501,731
06037208502,1311
06037208801,1313
06071012300,0
06071012400,342
06071012500,569
06071012700,269
06071025000,2704
06071025100,242
06071980100,0
06071980200,0
06073000202,1347
06073002712,941
06073003305,1272
06085510801,811
06037601600,652
06037601700,987
06037602200,1451
06037603101,899
06037603400,598
06037620001,721
06037620002,994
06037620201,667
06037232600,1044
06037234000,767
06037234300,1856
06085513500,111
06087990100,0
06089010601,163
06037434004,358
06037461501,650
06037460401,99
06037910205,83
06037910302,441
06037920020,163
06037920015,147
06037920023,86
06037920033,20
06037920039,166
06037920041,278
06037920200,0
06037920303,342
06037920322,208
06037910603,865
06037910705,460
06037920028,313
06037920032,50
06037920034,225
06037920312,1104
06037920330,742
06037930200,26
06037540000,1034
06037540902,565
06037541500,913
06037542401,434
06037543201,359
06037543602,657
06037551202,1245
06037553602,919
06073013205,420
06073013302,363
06073013604,817
06073013605,214
06047000503,315
06047000504,968
06047000505,525
06047000701,619
06047001002,2444
06047000801,1048
06047001101,708
06047000301,667
06047000303,416
06047000702,273
06047001004,1464
06047001601,960
06047002201,1250
06047002202,1230
06065041201,543
06065041406,1196
06065041809,900
06065041906,745
06065030300,1456
06065030800,778
06065031100,693
06065040301,931
06065040605,311
06065040901,1339
06065041404,110
06065041405,456
06065030200,914
06065030601,54
06065044403,371
06065044915,1703
06065045103,637
06065044510,1725
06065044300,599
06065045000,700
06065045108,1573
06065045605,453
06065046103,316
06065046404,831
06085503601,595
06097151503,100
06097151700,1838
06037227010,887
06037228310,818
06037228800,732
06037229410,617
06037231900,1059
06037232120,1103
06037297110,1323
06037574201,164
06037575002,1122
06037575202,1026
06037576601,2280
06037576802,1470
06037577602,563
06037600201,1258
06037600801,213
06037600912,766
06037601402,510
06037601502,648
06037602103,1688
06037602106,1628
06037602600,1092
06037602700,273
06037602900,626
06037620101,932
06037650102,164
06037650502,460
06037650603,614
06037650800,1132
06037670406,31
06037700700,88
06037402703,468
06037403200,0
06037403303,164
06037403702,142
06037119800,402
06037120010,352
06037122200,466
06037122420,922
06037404402,544
06037406300,483
06037408722,307
06037533202,411
06037534404,778
06013313204,866
06081603400,540
06013313205,134
06013313206,767
06013320003,148
06013320004,710
06013324001,2369
06013324002,1542
06013333101,416
06013333102,360
06013334006,384
06013334200,511
06013336201,574
06013336202,1409
06013338101,829
06013338102,185
06087120200,313
06087120900,886
06037207900,3444
06037208902,685
06037208904,1270
06037209402,1193
06037211000,735
06037211120,2386
06037211320,1273
06037213401,1696
06037213402,1511
06037220100,495
06037221500,966
06037221710,774
06037226410,761
06037228600,809
06037232110,702
06037232200,570
06037234800,486
06037236000,465
06037238200,1166
06037239330,448
06037240200,1090
06037132900,568
06037133100,1178
06037134104,845
06037212305,1041
06013316000,393
06013319000,1307
06013325000,625
06001400700,1223
06001402700,480
06001402900,949
06001403400,2563
06001404600,122
06001406201,1202
06001406800,417
06001407800,212
06001408000,97
06001408200,1160
06001409900,194
06001420200,764
06001420500,516
06001421600,335
06001421900,752
06001422200,793
06001435700,534
06001436100,736
06001438204,424
06001440333,131
06001440334,228
06001440335,1026
06001440336,613
06001441523,833
06001441524,518
06001441924,1037
06001441925,2556
06001441926,1175
06001441927,1337
06059099308,196
06059099411,1632
06059099413,1667
06059099415,297
06059099417,1015
06059099508,1162
06059099511,1152
06059062900,108
06059099203,600
06059099216,364
06059099225,65
06059074702,497
06059075405,492
06073017403,474
06073019208,289
06029005402,467
06029005700,727
06029002804,355
06029002807,178
06029002816,843
06029002819,905
06029003000,1182
06029003112,915
06029003304,246
06029004800,1727
06029005401,742
06029006201,352
06029001901,611
06029000506,922
06029000903,730
06029001103,956
06029002812,1403
06029002815,669
06029003113,592
06029003123,1677
06029006100,1204
06029000505,344
06029000504,900
06107003200,1088
06107003300,872
06107004000,0
06107000702,864
06107000800,1023
06107001003,1900
06111001102,297
06111004400,1611
06009000300,855
06009000120,245
06009000210,602
06009000220,350
06009000400,242
06101050301,420
06071000804,174
06071001702,728
06107001703,525
06107001704,1211
06107002303,733
06107002400,1064
06107002602,664
06107003100,633
06107003400,702
06107003601,868
06107000100,241
06107000201,1118
06107000401,497
06107001005,258
06107001502,592
06107002008,967
06107003700,1098
06107003902,645
06107004102,236
06107002700,775
06107002800,762
06107004101,1608
06107004500,621
06107000402,994
06107000501,1185
06107000502,351
06107001100,1566
06107001301,546
06107001400,421
06107001800,846
06107002003,770
06037301702,1755
06037311400,333
06037554002,1128
06037550800,903
06037570301,1694
06037604100,1296
06037573800,193
06037576801,1510
06037601212,1728
06037650702,198
06037106604,643
06037113321,1981
06037541100,288
06037542800,160
06037550300,745
06037553802,1197
06037555102,1067
06037275603,463
06037278001,413
06037278102,753
06037293306,233
06037293307,697
06037294301,184
06037294701,775
06037294302,651
06037294421,595
06037295103,343
06037296401,300
06037296402,251
06037296901,1414
06037296902,1342
06037297201,1161
06037297202,788
06037301206,1391
06037297601,1004
06037297602,1012
06037300301,271
06037301205,152
06061021322,1259
06061021403,1142
06061021603,1088
06061021604,118
06073010401,603
06073010900,353
06073013306,495
06073013505,867
06073013701,161
06073013908,705
06073016608,131
06073016804,1540
06073017009,584
06073017015,1017
06073010800,547
06073011700,1713
06073012102,405
06073012303,780
06073012600,835
06073013103,374
06073013311,952
06073013412,516
06073013414,305
06013327000,801
06013328000,1305
06013329000,843
06013332000,671
06061020908,1128
06061021034,172
06061021035,534
06061021037,471
06061021038,613
06061021039,84
06061021040,392
06061021044,319
06037208802,1421
06037209103,1095
06037209104,937
06037211121,796
06037211122,1199
06037211201,807
06029000507,235
06029002301,1120
06029002302,567
06029002400,809
06029002820,462
06029003114,941
06029003806,405
06029003808,584
06029003810,91
06029004302,0
06029004500,512
06029005104,163
06029003303,214
06029003600,825
06029003700,378
06029003805,624
06029004402,890
06029004902,609
06029003202,1583
06029003500,1466
06029004200,215
06029005506,184
06029005300,604
06059088401,261
06059088501,966
06059099217,106
06059099220,1242
06059099224,208
06059099234,332
06059099235,1028
06059099243,332
06089012603,275
06089012604,95
06037553702,481
06037554514,482
06037531901,1132
06037533107,807
06037533703,761
06037534201,744
06037300800,1314
06037310702,3148
06037311700,1254
06037401002,859
06073012304,683
06073012900,236
06097151402,2024
06059076000,1758
06059076204,828
06059075605,296
06059075813,249
06059075815,499
06059075902,1994
06059076102,1640
06059076205,636
06059086802,909
06059088203,920
06059088302,528
06059088701,1358
06059075303,329
06059074806,463
06059075003,1621
06059075401,181
06059075404,1065
06059075514,948
06059075606,70
06059086301,695
06059086303,1936
06059086406,989
06059087103,1013
06059087601,969
06059087802,1018
06059088502,839
06059088702,825
06059089102,521
06059089104,1006
06059089106,676
06059099202,819
06059099212,932
06097151800,758
06097152702,975
06097151204,594
06097153401,1247
06097152903,839
06097153001,1909
06097153006,1005
06067009317,604
06067008913,651
06067009005,616
06067009007,887
06067009110,668
06067009314,669
06067009404,471
06067009501,255
06067009606,1614
06067009608,1049
06067009615,655
06067003502,394
06067004201,653
06067004401,805
06067004602,1053
06067005201,847
06067005508,1387
06067005605,821
06067005901,478
06067001500,1243
06067009312,430
06067009316,316
06067009503,492
06067009601,757
06067009612,664
06067005804,233
06067006002,1192
06067006202,945
06067006702,1164
06067001600,856
06067002300,350
06067003102,409
06067003501,480
06067003700,849
06059087001,984
06059087102,1506
06059087106,1029
06037541700,396
06037543400,222
06037143200,1491
06037128400,830
06037294900,649
06037300200,607
06037218110,784
06037219500,206
06037226700,1201
06037231100,628
06037235201,308
06037502402,145
06037503902,244
06037531701,995
06037301900,2227
06037400603,619
06037403402,210
06037404401,359
06037407102,354
06037201110,243
06037209810,692
06037212410,1651
06037910501,1958
06037920106,152
06037401001,163
06037292000,1405
06081604101,1778
06081604200,340
06037620701,1096
06037621102,381
06073016202,1274
06073016609,439
06073017006,45
06073017029,291
06073017039,1194
06073017040,188
06073017048,1080
06073017502,640
06073017603,209
06073017701,1116
06073018802,523
06073018904,1153
06073019105,366
06073019207,1308
06037213320,960
06037214700,728
06037216800,881
06037217200,1209
06037221810,837
06037222100,757
06037224700,931
06073003004,825
06073003109,228
06073003112,318
06073003213,79
06073003601,459
06073003901,798
06073004501,1140
06073004600,905
06013338203,1662
06013345111,712
06071010015,611
06071000109,215
06037554302,827
06037554405,880
06037554406,780
06037570403,716
06037571703,657
06037571704,704
06037570404,341
06037571503,489
06037571504,1115
06037573003,258
06037573004,1452
06037573601,346
06037576001,2118
06037576301,1649
06037576302,1116
06037576903,1115
06037576904,949
06037577504,458
06037212620,1688
06037577604,144
06075010300,1498
06075011000,2183
06075015400,1954
06075010400,1513
06075025500,777
06059075604,309
06059075607,1207
06059075701,768
06059075811,370
06059075901,1022
06059076202,804
06059086404,813
06059086405,1057
06059086601,1612
06059087704,317
06059087806,1169
06059088107,870
06065042901,669
06065042902,482
06065043216,1395
06065031002,500
06065041411,103
06065041702,351
06065042508,448
06065043703,348
06065041803,289
06065042405,1413
06065043304,279
06065042003,116
06065042711,847
06065043702,465
06065031502,1551
06065040902,371
06059021809,261
06059021812,625
06059021820,190
06037241001,663
06037241002,593
06037241201,377
06037241202,958
06001402800,2197
06001404400,291
06001400900,693
06001402600,564
06001404200,256
06001405500,1165
06001405600,951
06097153002,982
06097152701,641
06029000904,519
06029000905,269
06029001300,1631
06029002600,475
06029002817,1216
06037194300,396
06037209403,1390
06037209520,930
06037553200,560
06037553502,693
06037554403,1292
06037554404,1034
06037554521,678
06037570003,318
06037570100,215
06037570304,902
06037570601,863
06037570602,1091
06059052511,755
06111008202,288
06111000400,708
06111000800,988
06111004000,451
06111004503,599
06111005100,392
06111005202,292
06111005303,948
06071006301,832
06071006401,376
06071008001,650
06071008404,990
06071008901,369
06071009300,181
06071010021,426
06071011700,234
06071007104,310
06071007105,440
06029000600,1984
06071000808,491
06071001400,1172
06071002204,689
06071000304,609
06071008500,161
06071008002,1341
06107001902,353
06107002202,1201
06107002903,499
06107003801,724
06037703100,726
06037910403,517
06037207302,3224
06037207501,1120
06037207502,2196
06037208301,556
06037208302,1558
06067008119,855
06067008125,387
06067008134,920
06067006701,1321
06067007207,309
06067007413,1317
06067007416,587
06067007503,1397
06067007702,731
06067008111,496
06067008117,300
06067008130,294
06067008133,776
06073018906,891
06073019002,204
06073019205,961
06073020019,598
06073020305,635
06073020707,981
06073020807,166
06073021100,733
06073021303,356
06073008303,229
06073008306,90
06073008310,317
06073008329,1690
06073008340,3580
06073008341,2983
06073008350,1172
06073008358,834
06073008600,1189
06073009000,847
06073009102,1465
06059099311,865
06059099410,1366
06059099510,129
06059099702,1099
06059099802,1575
06059110111,623
06059110113,159
06059110605,795
06059052416,332
06059052426,2873
06059062632,468
06059042206,635
06059052522,625
06059063009,77
06065040102,370
06065031602,992
06065040404,170
06065040405,252
06065040609,592
06065040611,349
06065040613,690
06065040607,841
06065040615,588
06065040616,363
06065040812,296
06065040813,235
06065040814,1047
06065040815,597
06065040816,295
06065040821,1325
06065041101,980
06065041102,381
06065041301,339
06065041302,503
06065041910,765
06065041911,590
06075017802,2133
06059099223,888
06059099227,774
06059099230,384
06059099244,269
06059099416,1931
06059099506,299
06065044701,1232
06065044702,186
06065044904,544
06071009108,514
06071009110,1433
06071009112,758
06071009114,987
06071009116,1320
06071009117,685
06071009118,2087
06071009119,214
06071009201,359
06071009202,159
06071009904,2773
06071009905,827
06037106407,709
06037106408,777
06037106645,99
06037106646,97
06037106648,609
06037106649,166
06037108201,350
06037108202,826
06037109603,578
06037109604,184
06037111205,621
06037111206,91
06037113101,214
06037113102,44
06037113235,238
06037113237,518
06037115103,28
06037115104,1434
06037117201,846
06037115403,689
06037115404,460
06037117101,453
06059087300,2458
06059087703,531
06023001200,1003
06023011200,594
06023010700,662
06023000400,592
06023010502,881
06057000102,359
06057000103,471
06057000502,949
06057000701,386
06057000702,343
06057000900,311
06057000200,158
06057000300,168
06057000600,1929
06057000401,451
06057000501,1488
06057000104,183
06057000105,179
06057000402,469
06057000801,290
06057000802,998
06003010000,56
06039000102,312
06039000104,326
06039001000,359
06039000400,200
06039000509,225
06039000300,1363
06109005100,1004
06077001000,707
06077001200,506
06077001400,1030
06087110600,1018
06037554522,211
06037554600,607
06037570001,396
06037572202,333
06037572600,312
06037573002,1033
06067009502,461
06067000300,362
06067000500,1645
06067000800,960
06073000800,1816
06073002201,1005
06073009802,877
06073017033,382
06073017304,1481
06073018608,98
06073017010,83
06073021202,169
06073019302,1518
06073020103,530
06073020801,307
06073002801,506
06013378000,658
06013313103,1080
06013334004,1314
06013363000,778
06013309000,575
06013376000,1028
06027000100,116
06027000400,1506
06027000500,323
06027000300,23
06027000200,183
06035040600,351
06035040302,282
06035040400,31
06035040200,434
06035040100,123
06035040500,278
06111004717,216
06111004901,1024
06111004902,564
06111005003,872
06037571502,787
06037571600,790
06037573202,1124
06037573902,121
06073000300,2230
06037576403,1225
06037576501,1309
06037576502,1572
06037576503,1663
06037576901,1613
06037577300,2441
06037600100,1819
06075025600,328
06075025800,304
06075026001,701
06075045100,1229
06075045200,2012
06075026100,820
06075023300,633
06075025300,1014
06075025401,801
06075026301,519
06075026302,526
06075026303,455
06075030500,284
06075031100,784
06067004701,702
06067004702,1033
06067003203,361
06085509105,1917
06085509201,1651
06085510002,156
06085510500,349
06085510900,851
06019005504,235
06037228210,731
06037231210,999
06037231720,1262
06037231800,1225
06037232300,532
06037235100,375
06037237710,947
06037238100,940
06037240020,663
06037241110,494
06037920030,260
06037910805,149
06037910809,26
06037535606,306
06037534202,1036
06037534900,821
06037535102,533
06037535701,880
06037536000,779
06037536102,305
06037536200,862
06097150500,477
06097151502,1371
06103000600,1028
06103000700,1641
06001427300,893
06001427600,1455
06001427900,1395
06001428302,383
06001428600,765
06001430800,606
06001433600,948
06001437400,198
06001438201,257
06055201700,572
06055200703,84
06055200802,1342
06055200201,682
06055201800,139
06055201900,149
06001423000,1236
06001428100,940
06001428400,1405
06001430200,188
06001432200,911
06001432400,1006
06001433800,1275
06001434000,1155
06001435102,448
06001435500,1091
06001438000,465
06001440307,522
06037553503,500
06037553504,646
06037554103,152
06037554104,554
06037554105,1359
06037554203,795
06037554204,1404
06037554301,587
06019003810,434
06019004213,618
06019004214,533
06019004408,1189
06019004409,582
06019004801,1231
06071008403,360
06071008706,928
06071009709,925
06041104101,1247
06041124100,702
06061021003,1137
06061021106,198
06061021108,505
06061020606,124
06061021501,682
06061021801,82
06061021901,325
06061021401,355
06061021502,392
06061021802,649
06061020105,139
06061020200,542
06061020601,219
06073009301,859
06073009507,555
06073009603,1782
06073009804,188
06073010009,1194
06037265520,1453
06037143700,460
06037181500,393
06037183820,883
06037189600,1333
06037503000,573
06037503301,124
06037197300,1358
06037197500,1207
06037197600,724
06037199202,499
06037201302,697
06037408133,887
06037408135,537
06037408211,880
06037408303,159
06037408623,318
06037408625,322
06037408704,526
06037430102,429
06037430701,709
06037431700,506
06037432700,736
06037433902,350
06037434001,302
06037460301,236
06073014902,947
06037603301,1011
06037603302,794
06037603702,235
06037620102,978
06037620521,854
06037620602,398
06037650701,171
06037651302,572
06037670002,850
06037670202,43
06037800101,174
06075020401,741
06075020402,1800
06075022704,562
06075025701,375
06075025702,596
06075031201,785
06075031202,250
06075031301,313
06077002000,610
06077003106,710
06077003108,1102
06077003203,387
06077003311,604
06077003700,485
06077004701,236
06077005122,571
06077003209,241
06077001600,442
06077001900,1003
06037221110,897
06085510803,490
06085511500,1111
06085503703,453
06085503708,356
06085504002,774
06085502601,372
06085502907,149
06085503208,192
06085503315,706
06085505800,643
06085505006,4589
06085505700,1752
06085506103,667
06085506202,1032
06085506301,1625
06085506302,956
06085506304,1603
06085503304,836
06085502906,541
06085503001,268
06085503108,2058
06085503312,211
06085503402,677
06037117102,242
06037117407,946
06037117408,744
06037117202,166
06037119001,265
06037119002,567
06037119201,204
06037119202,280
06037237300,906
06037237500,738
06037199120,883
06037201301,557
06037203600,1056
06037204110,498
06037204420,862
06037204600,962
06037204920,386
06037206300,2412
06037207710,2903
06037208710,1716
06037211310,1162
06037212900,1362
06037900607,592
06037901003,0
06037901004,948
06037910706,421
06037502302,458
06037920329,1186
06037920332,174
06037101400,416
06037104310,214
06037106403,164
06037106520,450
06037571101,197
06037571102,262
06037600304,926
06037600303,1048
06037602504,1619
06037602505,1586
06037602506,1556
06037602507,1644
06037602508,2098
06037602509,761
06067001300,1905
06067002100,827
06067003101,405
06067000100,470
06067001200,2435
06067001700,1225
06067001900,1318
06067002400,642
06067003202,929
06073015502,135
06073015601,739
06073016809,359
06073016902,157
06073017018,893
06073017043,759
06073017050,337
06073017303,296
06073017404,1097
06073018100,1184
06073018300,694
06073018610,1009
06073009400,532
06073008512,317
06073000700,1693
06073001600,2236
06073002707,1496
06073011601,1523
06073011602,870
06073011801,706
06073012200,450
06073012302,635
06073012800,682
06073013104,1677
06073013409,629
06073014001,656
06073014400,1489
06073014500,687
06073015000,1845
06073010003,150
06073009504,427
06085503707,824
06085503709,1628
06085504102,321
06085504308,307
06037600703,162
06037600802,711
06071001002,949
06071001104,700
06071001101,712
06071001103,395
06071001305,859
06071001307,228
06071001308,653
06071001309,555
06071001310,511
06071001311,246
06071001312,503
06071001501,626
06071001503,672
06071001504,1379
06071001704,551
06071001706,1133
06071001707,476
06071001804,345
06071001806,201
06071001808,473
06071001810,475
06071001809,223
06071001812,774
06071001901,173
06071001903,1384
06037702802,427
06037900605,817
06037900701,1091
06037901007,183
06037273100,664
06037265303,1409
06037267402,2228
06037273300,1127
06041990100,0
06043000101,716
06037600302,323
06043000102,303
06043000301,472
06043000302,240
06045011001,274
06045011002,622
